statistics_code;statistics_label;time_code;time_label;time;1_variable_code;1_variable_label;1_variable_attribute_code;1_variable_attribute_label;2_variable_code;2_variable_label;2_variable_attribute_code;2_variable_attribute_label;3_variable_code;3_variable_label;3_variable_attribute_code;3_variable_attribute_label;4_variable_code;4_variable_label;4_variable_attribute_code;4_variable_attribute_label;value;value_unit;value_variable_code;value_variable_label
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;;Total;GES;Sex;GESW;Female;ALT013;Age years (under 1 - 85 and over);ALT043;43 years;474453;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATA;Foreigners;GES;Sex;;Total;ALT013;Age years (under 1 - 85 and over);ALT068;68 years;60491;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATA;Foreigners;GES;Sex;GESM;Male;ALT013;Age years (under 1 - 85 and over);ALT055;55 years;63828;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATA;Foreigners;GES;Sex;GESM;Male;ALT013;Age years (under 1 - 85 and over);ALT068;68 years;26311;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATD;Germans;GES;Sex;GESW;Female;ALT013;Age years (under 1 - 85 and over);ALT011;11 years;323571;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATA;Foreigners;GES;Sex;GESM;Male;ALT013;Age years (under 1 - 85 and over);ALT042;42 years;95871;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;;Total;GES;Sex;;Total;ALT013;Age years (under 1 - 85 and over);ALT072;72 years;708676;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATD;Germans;GES;Sex;GESW;Female;ALT013;Age years (under 1 - 85 and over);ALT024;24 years;354809;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATD;Germans;GES;Sex;GESW;Female;ALT013;Age years (under 1 - 85 and over);ALT037;37 years;428700;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;;Total;GES;Sex;GESM;Male;ALT013;Age years (under 1 - 85 and over);ALT037;37 years;538616;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATA;Foreigners;GES;Sex;GESM;Male;ALT013;Age years (under 1 - 85 and over);ALT041;41 years;97127;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;;Total;GES;Sex;GESM;Male;ALT013;Age years (under 1 - 85 and over);ALT011;11 years;383821;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;;Total;GES;Sex;GESM;Male;ALT013;Age years (under 1 - 85 and over);ALT024;24 years;487943;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATD;Germans;GES;Sex;;Total;ALT013;Age years (under 1 - 85 and over);ALT082;82 years;614107;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATA;Foreigners;GES;Sex;GESW;Female;ALT013;Age years (under 1 - 85 and over);ALT075;75 years;18695;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;;Total;GES;Sex;GESW;Female;ALT013;Age years (under 1 - 85 and over);ALT069;69 years;487351;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATA;Foreigners;GES;Sex;GESW;Female;ALT013;Age years (under 1 - 85 and over);ALT062;62 years;36133;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATD;Germans;GES;Sex;GESM;Male;ALT013;Age years (under 1 - 85 and over);ALT017;17 years;360825;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;;Total;GES;Sex;GESW;Female;ALT013;Age years (under 1 - 85 and over);ALT044;44 years;471273;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;;Total;GES;Sex;;Total;ALT013;Age years (under 1 - 85 and over);ALT071;71 years;790771;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATA;Foreigners;GES;Sex;;Total;ALT013;Age years (under 1 - 85 and over);ALT030;30 years;234421;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATA;Foreigners;GES;Sex;;Total;ALT013;Age years (under 1 - 85 and over);ALT043;43 years;185456;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATA;Foreigners;GES;Sex;GESW;Female;ALT013;Age years (under 1 - 85 and over);ALT060;60 years;39083;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;;Total;GES;Sex;GESW;Female;ALT013;Age years (under 1 - 85 and over);ALT031;31 years;540360;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATA;Foreigners;GES;Sex;;Total;ALT013;Age years (under 1 - 85 and over);ALT056;56 years;110159;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATA;Foreigners;GES;Sex;GESM;Male;ALT013;Age years (under 1 - 85 and over);ALT067;67 years;24860;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;;Total;GES;Sex;;Total;ALT013;Age years (under 1 - 85 and over);ALT084;84 years;504857;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATA;Foreigners;GES;Sex;GESM;Male;ALT013;Age years (under 1 - 85 and over);ALT054;54 years;67838;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATD;Germans;GES;Sex;GESW;Female;ALT013;Age years (under 1 - 85 and over);ALT012;12 years;320356;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;;Total;GES;Sex;GESM;Male;ALT013;Age years (under 1 - 85 and over);ALT036;36 years;537837;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATA;Foreigners;GES;Sex;GESM;Male;ALT013;Age years (under 1 - 85 and over);ALT040;40 years;98417;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;;Total;GES;Sex;GESM;Male;ALT013;Age years (under 1 - 85 and over);ALT049;49 years;616418;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATD;Germans;GES;Sex;GESW;Female;ALT013;Age years (under 1 - 85 and over);ALT025;25 years;363043;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;;Total;GES;Sex;GESM;Male;ALT013;Age years (under 1 - 85 and over);ALT023;23 years;487276;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATD;Germans;GES;Sex;GESW;Female;ALT013;Age years (under 1 - 85 and over);ALT038;38 years;428695;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATD;Germans;GES;Sex;;Total;ALT013;Age years (under 1 - 85 and over);ALT081;81 years;680010;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATA;Foreigners;GES;Sex;GESW;Female;ALT013;Age years (under 1 - 85 and over);ALT074;74 years;21024;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATA;Foreigners;GES;Sex;;Total;ALT013;Age years (under 1 - 85 and over);ALT069;69 years;62658;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;;Total;GES;Sex;GESM;Male;ALT013;Age years (under 1 - 85 and over);ALT010;10 years;380005;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATA;Foreigners;GES;Sex;GESW;Female;ALT013;Age years (under 1 - 85 and over);ALT061;61 years;36778;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;;Total;GES;Sex;GESW;Female;ALT013;Age years (under 1 - 85 and over);ALT057;57 years;668458;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATD;Germans;GES;Sex;GESM;Male;ALT013;Age years (under 1 - 85 and over);ALT004;4 years;343950;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATD;Germans;GES;Sex;;Total;ALT013;Age years (under 1 - 85 and over);ALT040;40 years;812104;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;;Total;GES;Sex;GESM;Male;ALT013;Age years (under 1 - 85 and over);ALT074;74 years;303137;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATD;Germans;GES;Sex;GESM;Male;ALT013;Age years (under 1 - 85 and over);ALT029;29 years;445660;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;;Total;GES;Sex;GESM;Male;ALT013;Age years (under 1 - 85 and over);ALT061;61 years;566724;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATA;Foreigners;GES;Sex;GESM;Male;ALT013;Age years (under 1 - 85 and over);ALT057;57 years;52814;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATD;Germans;GES;Sex;;Total;ALT013;Age years (under 1 - 85 and over);ALT053;53 years;1256388;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATD;Germans;GES;Sex;;Total;ALT013;Age years (under 1 - 85 and over);ALT066;66 years;923393;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;;Total;GES;Sex;;Total;ALT013;Age years (under 1 - 85 and over);ALT039;39 years;1036494;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATD;Germans;GES;Sex;;Total;ALT013;Age years (under 1 - 85 and over);ALT079;79 years;821938;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATA;Foreigners;GES;Sex;GESM;Male;ALT013;Age years (under 1 - 85 and over);ALT044;44 years;94808;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATD;Germans;GES;Sex;GESW;Female;ALT013;Age years (under 1 - 85 and over);ALT022;22 years;367899;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATA;Foreigners;GES;Sex;GESM;Male;ALT013;Age years (under 1 - 85 and over);ALT031;31 years;125525;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATD;Germans;GES;Sex;GESW;Female;ALT013;Age years (under 1 - 85 and over);ALT035;35 years;417390;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATA;Foreigners;GES;Sex;;Total;ALT013;Age years (under 1 - 85 and over);ALT004;4 years;103678;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATA;Foreigners;GES;Sex;;Total;ALT013;Age years (under 1 - 85 and over);ALT017;17 years;77177;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATD;Germans;GES;Sex;GESW;Female;ALT013;Age years (under 1 - 85 and over);ALT048;48 years;495364;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;;Total;GES;Sex;GESW;Female;ALT013;Age years (under 1 - 85 and over);ALT080;80 years;450064;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATA;Foreigners;GES;Sex;GESW;Female;ALT013;Age years (under 1 - 85 and over);ALT077;77 years;15586;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATA;Foreigners;GES;Sex;GESW;Female;ALT013;Age years (under 1 - 85 and over);ALT051;51 years;68608;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;;Total;GES;Sex;;Total;ALT013;Age years (under 1 - 85 and over);ALT026;26 years;981753;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATA;Foreigners;GES;Sex;GESW;Female;ALT013;Age years (under 1 - 85 and over);ALT064;64 years;36496;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;;Total;GES;Sex;;Total;ALT013;Age years (under 1 - 85 and over);ALT013;13 years;733729;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATD;Germans;GES;Sex;GESM;Male;ALT013;Age years (under 1 - 85 and over);ALT003;3 years;350290;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATD;Germans;GES;Sex;GESM;Male;ALT013;Age years (under 1 - 85 and over);ALT016;16 years;352665;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;;Total;GES;Sex;;Total;ALT013;Age years (under 1 - 85 and over);ALT000;under 1 year;779424;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATD;Germans;GES;Sex;GESM;Male;ALT013;Age years (under 1 - 85 and over);ALT028;28 years;427804;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATD;Germans;GES;Sex;;Total;ALT013;Age years (under 1 - 85 and over);ALT052;52 years;1234869;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATD;Germans;GES;Sex;;Total;ALT013;Age years (under 1 - 85 and over);ALT065;65 years;945085;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATA;Foreigners;GES;Sex;GESM;Male;ALT013;Age years (under 1 - 85 and over);ALT069;69 years;28098;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATD;Germans;GES;Sex;;Total;ALT013;Age years (under 1 - 85 and over);ALT078;78 years;829931;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;;Total;GES;Sex;GESM;Male;ALT013;Age years (under 1 - 85 and over);ALT073;73 years;283067;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATA;Foreigners;GES;Sex;GESM;Male;ALT013;Age years (under 1 - 85 and over);ALT056;56 years;58781;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;;Total;GES;Sex;GESM;Male;ALT013;Age years (under 1 - 85 and over);ALT060;60 years;594456;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATD;Germans;GES;Sex;GESW;Female;ALT013;Age years (under 1 - 85 and over);ALT010;10 years;318864;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATA;Foreigners;GES;Sex;GESM;Male;ALT013;Age years (under 1 - 85 and over);ALT030;30 years;129052;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATA;Foreigners;GES;Sex;GESM;Male;ALT013;Age years (under 1 - 85 and over);ALT043;43 years;95379;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATD;Germans;GES;Sex;GESW;Female;ALT013;Age years (under 1 - 85 and over);ALT023;23 years;358557;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATD;Germans;GES;Sex;GESW;Female;ALT013;Age years (under 1 - 85 and over);ALT036;36 years;424131;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATA;Foreigners;GES;Sex;;Total;ALT013;Age years (under 1 - 85 and over);ALT005;5 years;96963;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATA;Foreigners;GES;Sex;GESW;Female;ALT013;Age years (under 1 - 85 and over);ALT076;76 years;17025;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATA;Foreigners;GES;Sex;;Total;ALT013;Age years (under 1 - 85 and over);ALT018;18 years;90501;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATD;Germans;GES;Sex;GESW;Female;ALT013;Age years (under 1 - 85 and over);ALT049;49 years;528735;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;;Total;GES;Sex;GESW;Female;ALT013;Age years (under 1 - 85 and over);ALT081;81 years;406168;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATA;Foreigners;GES;Sex;GESW;Female;ALT013;Age years (under 1 - 85 and over);ALT063;63 years;36788;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;;Total;GES;Sex;;Total;ALT013;Age years (under 1 - 85 and over);ALT038;38 years;1060124;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;;Total;GES;Sex;;Total;ALT013;Age years (under 1 - 85 and over);ALT025;25 years;957062;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATA;Foreigners;GES;Sex;GESM;Male;ALT013;Age years (under 1 - 85 and over);;Total;5425470;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATD;Germans;GES;Sex;GESM;Male;ALT013;Age years (under 1 - 85 and over);ALT002;2 years;354916;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATD;Germans;GES;Sex;GESM;Male;ALT013;Age years (under 1 - 85 and over);ALT015;15 years;348903;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATA;Foreigners;GES;Sex;GESW;Female;ALT013;Age years (under 1 - 85 and over);ALT050;50 years;73662;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;;Total;GES;Sex;;Total;ALT013;Age years (under 1 - 85 and over);ALT012;12 years;736797;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;;Total;GES;Sex;GESM;Male;ALT013;Age years (under 1 - 85 and over);ALT063;63 years;525060;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATA;Foreigners;GES;Sex;GESM;Male;ALT013;Age years (under 1 - 85 and over);ALT059;59 years;46131;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;;Total;GES;Sex;;Total;ALT013;Age years (under 1 - 85 and over);ALT028;28 years;1073387;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATD;Germans;GES;Sex;;Total;ALT013;Age years (under 1 - 85 and over);ALT042;42 years;790528;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATA;Foreigners;GES;Sex;GESM;Male;ALT013;Age years (under 1 - 85 and over);ALT046;46 years;89866;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;;Total;GES;Sex;GESM;Male;ALT013;Age years (under 1 - 85 and over);ALT050;50 years;653125;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATD;Germans;GES;Sex;GESW;Female;ALT013;Age years (under 1 - 85 and over);ALT020;20 years;356117;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATD;Germans;GES;Sex;;Total;ALT013;Age years (under 1 - 85 and over);ALT055;55 years;1285064;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATA;Foreigners;GES;Sex;GESM;Male;ALT013;Age years (under 1 - 85 and over);ALT033;33 years;115425;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATD;Germans;GES;Sex;GESW;Female;ALT013;Age years (under 1 - 85 and over);ALT033;33 years;422995;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATD;Germans;GES;Sex;;Total;ALT013;Age years (under 1 - 85 and over);ALT068;68 years;889226;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATA;Foreigners;GES;Sex;GESM;Male;ALT013;Age years (under 1 - 85 and over);ALT020;20 years;91003;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATD;Germans;GES;Sex;GESW;Female;ALT013;Age years (under 1 - 85 and over);ALT046;46 years;411493;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;;Total;GES;Sex;GESW;Female;ALT013;Age years (under 1 - 85 and over);ALT082;82 years;370997;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATD;Germans;GES;Sex;GESW;Female;ALT013;Age years (under 1 - 85 and over);ALT059;59 years;588435;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATA;Foreigners;GES;Sex;GESW;Female;ALT013;Age years (under 1 - 85 and over);ALT079;79 years;13913;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATA;Foreigners;GES;Sex;;Total;ALT013;Age years (under 1 - 85 and over);ALT028;28 years;232682;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATA;Foreigners;GES;Sex;GESW;Female;ALT013;Age years (under 1 - 85 and over);ALT053;53 years;62087;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATA;Foreigners;GES;Sex;GESW;Female;ALT013;Age years (under 1 - 85 and over);ALT066;66 years;34995;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATD;Germans;GES;Sex;GESM;Male;ALT013;Age years (under 1 - 85 and over);ALT001;1 year;352600;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATA;Foreigners;GES;Sex;GESW;Female;ALT013;Age years (under 1 - 85 and over);ALT040;40 years;92924;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;;Total;GES;Sex;;Total;ALT013;Age years (under 1 - 85 and over);ALT015;15 years;754587;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATD;Germans;GES;Sex;GESM;Male;ALT013;Age years (under 1 - 85 and over);ALT014;14 years;344507;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;;Total;GES;Sex;;Total;ALT013;Age years (under 1 - 85 and over);ALT002;2 years;802533;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATA;Foreigners;GES;Sex;;Total;ALT013;Age years (under 1 - 85 and over);ALT002;2 years;109486;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATA;Foreigners;GES;Sex;;Total;ALT013;Age years (under 1 - 85 and over);ALT015;15 years;74282;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATA;Foreigners;GES;Sex;GESW;Female;ALT013;Age years (under 1 - 85 and over);;Total;4818187;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;;Total;GES;Sex;GESM;Male;ALT013;Age years (under 1 - 85 and over);ALT077;77 years;351738;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATD;Germans;GES;Sex;GESM;Male;ALT013;Age years (under 1 - 85 and over);ALT027;27 years;398276;number;BEV028;Average population
12411;Current updating of population figures;JAHR;Year;2019;DINSG;Germany;DG;Germany;NAT;Nationality;NATD;Germans;GES;Sex;;Total;ALT013;Age years (under 1 - 85 and over);ALT041;41 years;802920;number;BEV028;Average population
